id,uuid,user_id,url,text,source,retweet_count,reply_count,like_count,quote_count,view_count,author_id,created_at,updated_at,raw,account_id,hashtag_id,keyword_id,log_scraping_id
1941030778277605834,116816a7-95ff-4a57-8a62-c7ddca9e1086,5,https://x.com/jogja_base/status/1941030778277605834,Kangen jogj,"",0,2,1,0,42,1902629414741143553,2025-07-04 07:06:14.000,2025-07-04 07:09:01.648,"{""id"": ""1941030778277605834"", ""url"": ""https://x.com/jogja_base/status/1941030778277605834"", ""card"": null, ""lang"": ""in"", ""text"": ""Kangen jogj"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 07:06:14 +0000 2025"", ""likeCount"": 1, ""viewCount"": 42, ""quoteCount"": 0, ""replyCount"": 2, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941030778277605834"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 0, ""conversationId"": ""1941030778277605834"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941030569040617795,50800b3a-d333-4fb4-8b99-ddc5263c63f8,5,https://x.com/jogja_base/status/1941030569040617795,"Jog ajukan pengembalian celana di shopee karena kekecilan tuh boleh ga sih? Udah disesuaikan ukuran pas beli, tapi pas dipakai kekecilan.","",0,0,0,0,33,1902629414741143553,2025-07-04 07:05:24.000,2025-07-04 07:09:01.669,"{""id"": ""1941030569040617795"", ""url"": ""https://x.com/jogja_base/status/1941030569040617795"", ""card"": null, ""lang"": ""in"", ""text"": ""Jog ajukan pengembalian celana di shopee karena kekecilan tuh boleh ga sih? Udah disesuaikan ukuran pas beli, tapi pas dipakai kekecilan."", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 07:05:24 +0000 2025"", ""likeCount"": 0, ""viewCount"": 33, ""quoteCount"": 0, ""replyCount"": 0, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941030569040617795"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 0, ""conversationId"": ""1941030569040617795"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941028803662286974,555f2dfc-29f4-4267-9932-ca163125cf23,5,https://x.com/jogja_base/status/1941028803662286974,"jogj aku sekretaris dan dijodoh²in sm ketua panitia, aku gamau jg sm si ketua ini tp dia blg ""aku udah ada pdktan bahkan jauh lebih cantik dr dia"" dia blg gt di depan banyak org knp ya rasanya ky marah bgt ya allah jd org jelek semenyakitkan ini","",0,0,0,0,76,1902629414741143553,2025-07-04 06:58:24.000,2025-07-04 07:09:01.681,"{""id"": ""1941028803662286974"", ""url"": ""https://x.com/jogja_base/status/1941028803662286974"", ""card"": null, ""lang"": ""in"", ""text"": ""jogj aku sekretaris dan dijodoh²in sm ketua panitia, aku gamau jg sm si ketua ini tp dia blg \""aku udah ada pdktan bahkan jauh lebih cantik dr dia\"" dia blg gt di depan banyak org knp ya rasanya ky marah bgt ya allah jd org jelek semenyakitkan ini"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:58:24 +0000 2025"", ""likeCount"": 0, ""viewCount"": 76, ""quoteCount"": 0, ""replyCount"": 0, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941028803662286974"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 1, ""conversationId"": ""1941028803662286974"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941028330431471760,642ab350-3527-40ee-8727-d0b1bf3b15de,5,https://x.com/jogja_base/status/1941028330431471760,klen org kl lg malas kerja kek mana biar semangat bs balek ges jog,"",0,0,0,0,130,1902629414741143553,2025-07-04 06:56:31.000,2025-07-04 07:09:01.695,"{""id"": ""1941028330431471760"", ""url"": ""https://x.com/jogja_base/status/1941028330431471760"", ""card"": null, ""lang"": ""in"", ""text"": ""klen org kl lg malas kerja kek mana biar semangat bs balek ges jog"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:56:31 +0000 2025"", ""likeCount"": 0, ""viewCount"": 130, ""quoteCount"": 0, ""replyCount"": 0, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941028330431471760"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 1, ""conversationId"": ""1941028330431471760"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941024562587869282,a56bb889-4d5c-42c1-ae68-da4d4ed6cbd2,5,https://x.com/merapi_uncover/status/1941024562587869282,"PT KAI menunda jadwal penertiban satu rumah di Tegal Lempuyangan, Bausasran, Danurejan, Kota Jogja. Semula penertiban tersebut dijadwalkan hari kamis kemarin, namun pihak PT KAI tak datang.

Manager Humas KAI Daop 6 Jogja, Feni Novida Saragih enggan bicara banyak terkait penundaan tersebut. Namun, dia menegaskan pihaknya bakal melakukan penertiban. Terkait waktunya akan disampaikan lebih lanjut.

Feni melanjutkan, proses penertiban untuk penataan stasiun sesuai dengan prosedur. Mengingat PT KAI telah melakukan upaya sosialisasi hingga mediasi dengan warga.

Pie komentarmu, Dab?

(detikjogja_)","",0,0,2,1,1345,1279804428724211712,2025-07-04 06:41:32.000,2025-07-04 07:09:01.710,"{""id"": ""1941024562587869282"", ""url"": ""https://x.com/merapi_uncover/status/1941024562587869282"", ""card"": null, ""lang"": ""in"", ""text"": ""PT KAI menunda jadwal penertiban satu rumah di Tegal Lempuyangan, Bausasran, Danurejan, Kota Jogja. Semula penertiban tersebut dijadwalkan hari kamis kemarin, namun pihak PT KAI tak datang.\n\nManager Humas KAI Daop 6 Jogja, Feni Novida Saragih enggan bicara banyak terkait penundaan tersebut. Namun, dia menegaskan pihaknya bakal melakukan penertiban. Terkait waktunya akan disampaikan lebih lanjut.\n\nFeni melanjutkan, proses penertiban untuk penataan stasiun sesuai dengan prosedur. Mengingat PT KAI telah melakukan upaya sosialisasi hingga mediasi dengan warga.\n\nPie komentarmu, Dab?\n\n(detikjogja_)"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:41:32 +0000 2025"", ""likeCount"": 2, ""viewCount"": 1345, ""quoteCount"": 1, ""replyCount"": 0, ""twitterUrl"": ""https://twitter.com/merapi_uncover/status/1941024562587869282"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 0, ""conversationId"": ""1941024562587869282"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {""media"": [{""url"": ""https://t.co/6dwjeXFYlk"", ""type"": ""photo"", ""sizes"": {""large"": {""h"": 1350, ""w"": 1080}}, ""id_str"": ""1941024559144357893"", ""indices"": [273, 296], ""features"": {""orig"": {}, ""large"": {}}, ""media_key"": ""3_1941024559144357893"", ""display_url"": ""pic.twitter.com/6dwjeXFYlk"", ""expanded_url"": ""https://twitter.com/merapi_uncover/status/1941024562587869282/photo/1"", ""media_results"": {""id"": ""QXBpTWVkaWFSZXN1bHRzOgwAAQoAARrv5410G9AFCgACGu/njkFboGIAAA=="", ""result"": {""id"": ""QXBpTWVkaWE6DAABCgABGu/njXQb0AUKAAIa7+eOQVugYgAA"", ""media_key"": ""3_1941024559144357893"", ""__typename"": ""ApiMedia""}}, ""original_info"": {""width"": 1080, ""height"": 1350, ""focus_rects"": [{""h"": 605, ""w"": 1080, ""x"": 0, ""y"": 676}, {""h"": 1080, ""w"": 1080, ""x"": 0, ""y"": 270}, {""h"": 1231, ""w"": 1080, ""x"": 0, ""y"": 119}, {""h"": 1350, ""w"": 675, ""x"": 236, ""y"": 0}, {""h"": 1350, ""w"": 1080, ""x"": 0, ""y"": 0}]}, ""media_url_https"": ""https://pbs.twimg.com/media/Gu_njXQb0AU4fJ3.jpg"", ""ext_media_availability"": {""status"": ""Available""}}]}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941022264733913395,f17aa153-7849-42a7-88c3-0cddb843c5f2,5,https://x.com/jogja_base/status/1941022264733913395,"Jogj, kalian punya seseorang yang dikagumi kah di apk X ini? Dan alasan knp kalian kagum sm orang itu? Bolehkah aku mendengar ceritanya ??","",0,5,4,0,437,1902629414741143553,2025-07-04 06:32:25.000,2025-07-04 07:09:01.770,"{""id"": ""1941022264733913395"", ""url"": ""https://x.com/jogja_base/status/1941022264733913395"", ""card"": null, ""lang"": ""in"", ""text"": ""Jogj, kalian punya seseorang yang dikagumi kah di apk X ini? Dan alasan knp kalian kagum sm orang itu? Bolehkah aku mendengar ceritanya ??"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:32:25 +0000 2025"", ""likeCount"": 4, ""viewCount"": 437, ""quoteCount"": 0, ""replyCount"": 5, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941022264733913395"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 1, ""conversationId"": ""1941022264733913395"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1940994399221035424,82c4a635-4db2-4a7e-8e91-9b1943b1d864,5,https://x.com/jogja_base/status/1940994399221035424,jog beli jaket tebal buat ke bromo dimana ya?,"",0,7,0,0,781,1902629414741143553,2025-07-04 04:41:41.000,2025-07-04 07:09:01.951,"{""id"": ""1940994399221035424"", ""url"": ""https://x.com/jogja_base/status/1940994399221035424"", ""card"": null, ""lang"": ""in"", ""text"": ""jog beli jaket tebal buat ke bromo dimana ya?"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 04:41:41 +0000 2025"", ""likeCount"": 0, ""viewCount"": 781, ""quoteCount"": 0, ""replyCount"": 7, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1940994399221035424"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 1, ""conversationId"": ""1940994399221035424"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941020925912403982,d4a383dc-2b26-46d4-96b2-4998ac402845,5,https://x.com/merapi_uncover/status/1941020925912403982,"Seorang perempuan pemilik akun Instagram rantonikasuratman mengunggah momen mengejutkan yang terjadi di rumahnya. Dalam video yang viral, tampak petugas dari rumah sakit jiwa (RSJ) datang ke kediamannya — diduga atas permintaan sang suami sendiri.

Menurut pengakuan korban, hal ini terjadi setelah ia mengunggah dugaan perselingkuhan suaminya ke media sosial. Tak hanya itu, dalam unggahan lain juga terungkap adanya indikasi kekerasan dalam rumah tangga (KDRT), yang bahkan disebut disaksikan oleh anak mereka.

Namun, setelah sempat berdialog dengan pihak keluarga, petugas RS akhirnya memahami bahwa situasi ini berkaitan dengan konflik rumah tangga, bukan gangguan jiwa, sehingga proses evakuasi pun dibatalkan.

Peristiwa ini memicu reaksi keras dari warganet, yang mengecam dugaan upaya manipulatif untuk membungkam korban melalui jalur medis. Banyak yang menuntut agar kasus ini ditindaklanjuti oleh aparat berwenang, terutama menyangkut aspek kekerasan dan pelecehan psikologis terhadap perempuan.

Akun TikTok miliknya kini suspend, diduga akibat dilaporkan.

Netizen geram:

“Kalau benar, ini bukan soal rumah tangga, tapi pembungkaman!”

#KDRT #Viral #Perselingkuhan #RSJ #PerempuanBerdaya","",4,1,17,0,2283,1279804428724211712,2025-07-04 06:27:05.000,2025-07-04 07:09:01.784,"{""id"": ""1941020925912403982"", ""url"": ""https://x.com/merapi_uncover/status/1941020925912403982"", ""card"": null, ""lang"": ""in"", ""text"": ""Seorang perempuan pemilik akun Instagram rantonikasuratman mengunggah momen mengejutkan yang terjadi di rumahnya. Dalam video yang viral, tampak petugas dari rumah sakit jiwa (RSJ) datang ke kediamannya — diduga atas permintaan sang suami sendiri.\n\nMenurut pengakuan korban, hal ini terjadi setelah ia mengunggah dugaan perselingkuhan suaminya ke media sosial. Tak hanya itu, dalam unggahan lain juga terungkap adanya indikasi kekerasan dalam rumah tangga (KDRT), yang bahkan disebut disaksikan oleh anak mereka.\n\nNamun, setelah sempat berdialog dengan pihak keluarga, petugas RS akhirnya memahami bahwa situasi ini berkaitan dengan konflik rumah tangga, bukan gangguan jiwa, sehingga proses evakuasi pun dibatalkan.\n\nPeristiwa ini memicu reaksi keras dari warganet, yang mengecam dugaan upaya manipulatif untuk membungkam korban melalui jalur medis. Banyak yang menuntut agar kasus ini ditindaklanjuti oleh aparat berwenang, terutama menyangkut aspek kekerasan dan pelecehan psikologis terhadap perempuan.\n\nAkun TikTok miliknya kini suspend, diduga akibat dilaporkan.\n\nNetizen geram:\n\n“Kalau benar, ini bukan soal rumah tangga, tapi pembungkaman!”\n\n#KDRT #Viral #Perselingkuhan #RSJ #PerempuanBerdaya"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {""hashtags"": [{""text"": ""KDRT"", ""indices"": [1150, 1155]}, {""text"": ""Viral"", ""indices"": [1156, 1162]}, {""text"": ""Perselingkuhan"", ""indices"": [1163, 1178]}, {""text"": ""RSJ"", ""indices"": [1179, 1183]}, {""text"": ""PerempuanBerdaya"", ""indices"": [1184, 1201]}]}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:27:05 +0000 2025"", ""likeCount"": 17, ""viewCount"": 2283, ""quoteCount"": 0, ""replyCount"": 1, ""twitterUrl"": ""https://twitter.com/merapi_uncover/status/1941020925912403982"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 4, ""bookmarkCount"": 1, ""conversationId"": ""1941020925912403982"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {""media"": [{""url"": ""https://t.co/56VoX51DR1"", ""type"": ""photo"", ""sizes"": {""large"": {""h"": 1202, ""w"": 1327}}, ""id_str"": ""1941020902407524357"", ""indices"": [280, 303], ""features"": {""orig"": {""faces"": [{""h"": 72, ""w"": 72, ""x"": 1249, ""y"": 546}, {""h"": 129, ""w"": 129, ""x"": 431, ""y"": 320}]}, ""large"": {""faces"": [{""h"": 72, ""w"": 72, ""x"": 1249, ""y"": 546}, {""h"": 129, ""w"": 129, ""x"": 431, ""y"": 320}]}}, ""media_key"": ""3_1941020902407524357"", ""display_url"": ""pic.twitter.com/56VoX51DR1"", ""expanded_url"": ""https://twitter.com/merapi_uncover/status/1941020925912403982/photo/1"", ""media_results"": {""id"": ""QXBpTWVkaWFSZXN1bHRzOgwAAQoAARrv5DoNm9AFCgACGu/kP4ab0A4AAA=="", ""result"": {""id"": ""QXBpTWVkaWE6DAABCgABGu/kOg2b0AUKAAIa7+Q/hpvQDgAA"", ""media_key"": ""3_1941020902407524357"", ""__typename"": ""ApiMedia""}}, ""original_info"": {""width"": 1327, ""height"": 1202, ""focus_rects"": [{""h"": 743, ""w"": 1327, ""x"": 0, ""y"": 60}, {""h"": 1202, ""w"": 1202, ""x"": 0, ""y"": 0}, {""h"": 1202, ""w"": 1054, ""x"": 0, ""y"": 0}, {""h"": 1202, ""w"": 601, ""x"": 197, ""y"": 0}, {""h"": 1202, ""w"": 1327, ""x"": 0, ""y"": 0}]}, ""media_url_https"": ""https://pbs.twimg.com/media/Gu_kOg2b0AUur6L.jpg"", ""allow_download_status"": {""allow_download"": true}, ""ext_media_availability"": {""status"": ""Available""}}]}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941015109851070947,0deb2962-cd65-4794-8a12-3581c6e659eb,5,https://x.com/jogja_base/status/1941015109851070947,"jogj aku mau tanya, sh**ee pinjam sama pinjol itu sama? tapi bukannya yg sh**pee pinjam dibawah ojk?","",0,7,2,0,728,1902629414741143553,2025-07-04 06:03:59.000,2025-07-04 07:09:01.880,"{""id"": ""1941015109851070947"", ""url"": ""https://x.com/jogja_base/status/1941015109851070947"", ""card"": null, ""lang"": ""in"", ""text"": ""jogj aku mau tanya, sh**ee pinjam sama pinjol itu sama? tapi bukannya yg sh**pee pinjam dibawah ojk?"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 06:03:59 +0000 2025"", ""likeCount"": 2, ""viewCount"": 728, ""quoteCount"": 0, ""replyCount"": 7, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941015109851070947"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 0, ""bookmarkCount"": 1, ""conversationId"": ""1941015109851070947"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
1941011569988522344,9fff07b8-9f2f-4bef-bc28-6a30e5f06a87,5,https://x.com/jogja_base/status/1941011569988522344,"Guys!
Kita mewarnai barenv yuk. Siapa yang mau? Bawa pensil warna, crayon, spidol atau cat air juga boleh. Kayanya bakal seru deh jogj. Jadi aku ga mewarnai sendiri lagii 💗🫶","",1,22,3,1,1258,1902629414741143553,2025-07-04 05:49:55.000,2025-07-04 07:09:01.894,"{""id"": ""1941011569988522344"", ""url"": ""https://x.com/jogja_base/status/1941011569988522344"", ""card"": null, ""lang"": ""in"", ""text"": ""Guys!\nKita mewarnai barenv yuk. Siapa yang mau? Bawa pensil warna, crayon, spidol atau cat air juga boleh. Kayanya bakal seru deh jogj. Jadi aku ga mewarnai sendiri lagii 💗🫶"", ""type"": ""tweet"", ""place"": {}, ""source"": """", ""isReply"": false, ""entities"": {}, ""isPinned"": false, ""createdAt"": ""Fri Jul 04 05:49:55 +0000 2025"", ""likeCount"": 3, ""viewCount"": 1258, ""quoteCount"": 1, ""replyCount"": 22, ""twitterUrl"": ""https://twitter.com/jogja_base/status/1941011569988522344"", ""inReplyToId"": null, ""quoted_tweet"": null, ""retweetCount"": 1, ""bookmarkCount"": 2, ""conversationId"": ""1941011569988522344"", ""inReplyToUserId"": null, ""retweeted_tweet"": null, ""searchTermIndex"": 0, ""extendedEntities"": {}, ""inReplyToUsername"": null, ""quoted_tweet_results"": null, ""reply_to_user_results"": null, ""isConversationControlled"": false}",,,,
